1	Disses	Disses	N	NE	_|Nom|Sg	2	subj	267	267
24	sontern	sontern	N	NE	_|Nom|Sg	25	subj	560	560
25	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
26	ein	eine	A	ART	Indef|_|Nom|Sg	27	det	_	_
27	Wienkladfikat	Wienkladfikat	N	NN	_|Nom|Sg	25	pred	_	_
28	.	.	$	$.	_	0	root	_	_

1	Was	was	P	PWS	Neut|_|Sg	0	root	_	_
2	der	die	A	ART	Def|_|Gen|_	3	det	541	541
3	Bezirgsdierarzt	Bezirgsdierarzt	N	NN	_|Gen|_	1	gmod	541	541
4	kahn	kahn	N	NE	_|Gen|_	3	app	541	541
5	,	,	$	$,	_	0	root	_	_
6	das	die	P	PDS	Neut|_|Sg	7	obja	_	_
7	kahn	kahn	V	VVFIN	1|Sg|_|_	0	root	_	_
8	ich	ich	P	PPER	1|Sg|_|Nom	7	subj	562	562
9	auch	auch	A	ADV	_	7	adv	_	_
10	und	und	K	KON	_	7	kon	_	_
11	bin	sein	V	VAFIN	1|Sg|Pres|Ind	10	cj	_	_
12	schohn	schohn	N	NE	_|Nom|_	11	pred	253	253
13	fier	fier	N	NE	_|Nom|_	12	app	253	253
14	disse	dissen	V	VVFIN	3|Sg|Pres|Subj	11	s	_	_
15	Wiesenschaft	Wiesenschaft	N	NN	_|Nom|Sg	14	subj	_	_
16	beschtraft	beschtraft	F	FM	_|Nom|Sg	15	app	_	_
17	wohrden	wohrden	F	FM	_|Nom|Sg	16	app	_	_
18	,	,	$	$,	_	0	root	_	_
19	indem	indem	K	KOUS	_	0	root	_	_
20	ich	ich	P	PPER	1|Sg|_|Nom	0	root	562	562
21	fierzich	fierzich	A	ADJA	_	22	attr	563	563
22	March	March	N	NN	_	0	root	563	563
23	habe	haben	V	VAFIN	3|Sg|Pres|Subj	0	root	_	_
24	zallen	zallen	F	FM	_|Nom|Sg	23	subj	_	_
25	missen	missen	F	FM	Masc|Nom|Sg	24	app	_	_
26	,	,	$	$,	_	0	root	_	_
27	den	die	P	PRELS	Masc|Acc|Sg	30	obja	563	563
28	der	die	A	ART	Def|Masc|Nom|Sg	29	det	564	564
29	Dierarzt	Dierarzt	N	NN	Masc|Nom|Sg	30	subj	564	564
30	hat	haben	V	VAFIN	3|Sg|Pres|Ind	25	rel	_	_
31	auch	auch	A	ADV	_	30	adv	_	_
32	ein	eine	A	ART	Indef|_|_|Sg	33	det	_	_
33	Reahlrechd	Reahlrechd	N	NN	_|_|Sg	23	obja	_	_
34	als	als	K	KOKOM	_	0	root	_	_
35	wie	wie	K	KOKOM	_	0	root	_	_
36	die	die	A	ART	Def|_|_|_	37	det	_	_
37	Kamihnkährer	Kamihnkährer	N	NN	_|_|_	35	cj	_	_
38	damit	damit	P	PROAV	_	37	pp	_	_
39	das	die	P	PDS	Neut|_|Sg	0	root	_	_
40	er	er	P	PPER	3|Sg|Masc|Nom	0	root	564	564
41	das	die	A	ART	Def|Neut|_|Sg	42	det	561	561
42	Gäld	Gäld	N	NN	Neut|_|Sg	0	root	561	561
43	wider	wider	P	APPR	_	42	pp	561	561
44	ferdint	ferdint	N	NE	_|_|_	43	pn	561	561
45	,	,	$	$,	_	0	root	565)	565)
46	wo	wo	P	PWAV	_	0	root	565)	565)
47	er	er	P	PPER	3|Sg|Masc|Nom	0	root	565	565
48	zum	zu	P	APPRART	Dat	47	pp	_	_
49	Schtudihrn	Schtudihrn	F	FM	_|Dat|_	48	pn	_	_
50	brauchd	brauchd	F	FM	_|Dat|_	49	app	_	_
51	had	had	F	FM	_|Dat|_	50	app	_	_
52	.	.	$	$.	_	0	root	_	_

1	Was	was	P	PWS	Neut|Nom|Sg	5	subj	_	_
2	der	die	A	ART	Def|_|Gen|_	3	det	566	566
3	Gehomäder	Gehomäder	N	NN	_|Gen|_	1	gmod	566	566
4	ferstet	ferstet	N	NE	_|Gen|_	3	app	566	566
5	ist	sein	V	VAFIN	3|Sg|Pres|Ind	8	subjc	_	_
6	gahr	gahr	F	FM	_|Nom|_	5	pred	_	_
7	nichd	nichd	F	FM	_|Nom|_	6	app	_	_
8	fiel	fallen	V	VVFIN	_|Sg|Past|Ind	0	root	_	_
9	,	,	$	$,	_	0	root	_	_
10	sontern	sontern	V	VVFIN	_|Sg|_|_	0	root	_	_
11	das	die	A	ART	Def|Neut|Nom|Sg	12	det	_	_
12	kahn	kahn	F	FM	Neut|Nom|Sg	10	subj	_	_
13	jäder	jäder	F	FM	Neut|Nom|Sg	12	app	_	_
14	.	.	$	$.	_	0	root	_	_

1	Haber	Haber	N	NN	Masc|Dat|Sg	8	objd	934	934
2	die	die	A	ART	Def|_|_|_	3	det	934	934
3	göthliche	göthliche	F	FM	_|_|_	8	obja	934	934
4	Wiesenschafd	Wiesenschafd	F	FM	_|_|_	3	app	934	934
5	kan	kan	F	FM	_|_|_	4	app	934	934
6	keiner	keine	A	PIAT	_|Gen|_	7	det	18	18
7	nichd	nichd	N	NN	_|Gen|_	5	gmod	18	18
8	nachmachen	nachmachen	V	VVINF	_	0	root	_	_
9	und	und	K	KON	_	0	root	_	_
10	giebt	giebt	T	TRUNC	_	0	root	_	_
11	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
12	dabei	dabei	P	PROAV	_	14	pp	567	567
13	keine	keine	A	PIAT	_|_|_	14	det	567	567
14	Bfuscher	Bfuscher	N	NN	_|_|_	0	root	567	567
15	,	,	$	$,	_	0	root	_	_
16	den	die	P	PRELS	Masc|Acc|Sg	18	obja	567	567
17	es	es	P	PPER	3|Sg|Neut|Nom	18	subj	_	_
18	ist	sein	V	VAFIN	3|Sg|Pres|Ind	1	rel	_	_
19	ahles	ahles	F	FM	_|Nom|_	18	pred	_	_
20	ladeinisch	ladeinisch	F	FM	_|Nom|_	19	app	_	_
21	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	3	koord	_	_
2	es	es	P	PPER	3|Sg|Neut|Nom	3	subj	_	_
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	mit	mit	P	APPR	Dat	3	pp	_	_
5	Fleuß	Fleuß	N	NE	_|Dat|_	4	pn	_	_
6	eingeriechtet	eingeriechtet	N	NE	_|Dat|_	5	app	_	_
7	,	,	$	$,	_	0	root	_	_
8	sonzt	sonzt	F	FM	_	0	root	_	_
9	mechten	mechten	F	FM	_	8	app	_	_
10	es	es	P	PPER	3|Sg|Neut|Nom	11	subj	_	_
11	fiele	fallen	V	VVFIN	3|Sg|Past|Subj	0	root	_	_
12	brobiehren	brobiehren	N	NE	_|Dat|_	11	objd	_	_
13	,	,	$	$,	_	0	root	_	_
14	wo	wo	P	PWAV	_	21	adv	_	_
15	nichd	nichd	F	FM	_|Nom|Sg	21	subj	_	_
16	geweichd	geweichd	F	FM	_|Nom|Sg	15	app	_	_
17	siend	siend	F	FM	_|Nom|Sg	16	app	_	_
18	und	und	K	KON	_	17	kon	_	_
19	kein	keine	A	PIAT	_|Nom|Sg	20	det	696	696
20	Engl	Engl	N	NN	_|Nom|Sg	18	cj	696	696
21	kehnt	kehnt	V	VVFIN	_|Nom|Sg	12	rel	696	696
22	sich	sie	P	PRF	3|_|_	21	obja	696	696
23	nichd	nichd	N	NE	_|Dat|_	12	app	696	696
24	mer	mer	N	NE	_|Dat|_	23	app	696	696
25	aus	aus	P	PTKVZ	_	11	avz	_	_
26	,	,	$	$,	_	0	root	_	_
27	wer	wer	P	PWS	_|Nom|Sg	0	root	_	_
28	iem	iem	A	ADV	_	30	adv	_	_
29	was	was	P	PIS	_	30	obja	_	_
30	anschaft	anschaft	V	VVINF	_	0	root	_	_
31	.	.	$	$.	_	0	root	_	_

1	Sontern	Sontern	N	NE	_	0	root	555	555
2	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
3	muhs	muhs	F	FM	_	0	root	_	_
4	geweichd	geweichd	F	FM	_	3	app	_	_
5	und	und	K	KON	_	0	root	_	_
6	ladeinisch	ladeinisch	T	TRUNC	_	0	root	_	_
7	sein	seine	A	PPOSAT	_|Nom|Sg	8	det	2	2
8	sonzt	sonzt	N	NN	_|Nom|Sg	9	subj	197	197
9	gielt	gielt	V	VVFIN	_|Sg|_|_	0	root	_	_
10	es	es	P	PPER	3|Sg|Neut|_	9	obja	_	_
11	nichz	nichz	V	VVINF	_	0	root	_	_
12	.	.	$	$.	_	0	root	_	_

1	bei	bei	P	APPR	Dat	5	pp	_	_
2	der	die	A	ART	Def|Fem|Dat|Sg	4	det	569	569
3	weldlichen	weldlichen	A	ADJA	_	4	attr	569	569
4	Wiesenschafd	Wiesenschafd	N	NN	Fem|Dat|Sg	1	pn	569	569
5	giebt	giebt	V	VVFIN	_	0	root	_	_
6	es	es	P	PPER	3|Sg|Neut|Nom	7	subj	_	_
7	fiele	fallen	V	VVFIN	3|Sg|Past|Subj	0	root	_	_
8	Unterschide	Unterschide	N	NE	_|Dat|_	7	objd	_	_
9	,	,	$	$,	_	0	root	_	_
10	indem	indem	K	KOUS	_	12	konj	_	_
11	einer	eine	P	PIS	Masc|Nom|Sg	12	subj	_	_
12	fiel	fallen	V	VVFIN	3|Sg|Past|Ind	7	neb	_	_
13	kahn	kahn	N	NE	Fem|Dat|Sg	12	objd	541	541
14	und	und	K	KON	_	13	kon	_	_
15	einer	eine	A	ART	Indef|Fem|Dat|Sg	16	det	_	_
16	kahn	kahn	F	FM	Fem|Dat|Sg	14	cj	_	_
17	wehnig	wehnig	F	FM	Fem|Dat|Sg	16	app	_	_
18	und	und	K	KON	_	16	kon	_	_
19	einer	eine	A	ART	Indef|Fem|Dat|Sg	20	det	_	_
20	kahn	kahn	F	FM	Fem|Dat|Sg	18	cj	_	_
21	ieberhaupts	ieberhaupts	F	FM	Fem|Dat|Sg	20	app	_	_
22	nichz	nichz	F	FM	Fem|Dat|Sg	21	app	_	_
23	.	.	$	$.	_	0	root	_	_

1	Ein	ein	A	ART	Indef|_|Nom|Sg	2	det	558	558
2	Dokter	Dokter	N	NN	_|Nom|Sg	3	subj	558	558
3	kahn	kahn	V	VVFIN	_|Sg|_|_	0	root	_	_
4	die	die	A	ART	Def|_|_|_	5	det	_	_
5	Wahsersuchd	Wahsersuchd	N	NN	_|_|_	3	obja	_	_
6	heulen	heulen	V	VVINF	_	0	root	_	_
7	und	und	K	KON	_	0	root	_	_
8	ein	eine	A	ART	Indef|_|_|Sg	9	det	_	_
9	anderner	anderner	N	NN	_|_|Sg	7	cj	_	_
10	die	die	A	ART	Def|_|_|_	12	det	_	_
11	erfrehrten	erfrehrten	A	ADJA	_	12	attr	_	_
12	Fieße	Fieße	N	NN	_|_|_	0	root	_	_
13	und	und	K	KON	_	12	kon	_	_
14	ein	eine	A	ART	Indef|_|_|Sg	15	det	_	_
15	anderner	anderner	N	NN	_|_|Sg	13	cj	_	_
16	die	die	A	ART	Def|_|_|_	17	det	_	_
17	Kröbf	Kröbf	N	NN	_|_|_	0	root	_	_
18	.	.	$	$.	_	0	root	_	_

